wav_filename,wav_filesize,start_time,stop_time,label
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1444600_1462356_1.wav,568236.0,1444600.0,1462356.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1462356_1467271_0.wav,157324.0,1462356.0,1467271.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1467271_1484810_1.wav,561292.0,1467271.0,1484810.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1484810_1497192_0.wav,396268.0,1484810.0,1497192.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1497192_1502953_1.wav,184396.0,1497192.0,1502953.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1502953_1509088_0.wav,196364.0,1502953.0,1509088.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1509088_1515210_1.wav,195948.0,1509088.0,1515210.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1515210_1518424_0.wav,102892.0,1515210.0,1518424.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1518424_1528769_1.wav,331084.0,1518424.0,1528769.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1528769_1534186_0.wav,173388.0,1528769.0,1534186.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1534186_1539422_3.wav,167596.0,1534186.0,1539422.0,3.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1540203_1544864_0.wav,149196.0,1540203.0,1544864.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1544864_1559435_1.wav,466316.0,1544864.0,1559435.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1559435_1589008_0.wav,946380.0,1559435.0,1589008.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1589008_1594990_1.wav,191468.0,1589008.0,1594990.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1594990_1610652_0.wav,501228.0,1594990.0,1610652.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1610652_1631243_1.wav,658956.0,1610652.0,1631243.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1629168_1633433_0.wav,136524.0,1629168.0,1633433.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1633433_1646226_1.wav,409420.0,1633433.0,1646226.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1646226_1650642_0.wav,141356.0,1646226.0,1650642.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1650642_1660842_2.wav,326444.0,1650642.0,1660842.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1660842_1667093_0.wav,200076.0,1660842.0,1667093.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1667093_1677994_2.wav,348876.0,1667093.0,1677994.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1677994_1688675_0.wav,341836.0,1677994.0,1688675.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1688675_1694247_1.wav,178348.0,1688675.0,1694247.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1694247_1697192_0.wav,94284.0,1694247.0,1697192.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1697192_1700918_1.wav,119276.0,1697192.0,1700918.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1700918_1728689_0.wav,888716.0,1700918.0,1728689.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1725076_1737730_1.wav,404972.0,1725076.0,1737730.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1737730_1746849_0.wav,291852.0,1737730.0,1746849.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1746849_1751205_1.wav,139436.0,1746849.0,1751205.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1751205_1753345_0.wav,68524.0,1751205.0,1753345.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1753345_1755934_1.wav,82892.0,1753345.0,1755934.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1755934_1758239_0.wav,73804.0,1755934.0,1758239.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1758239_1787037_1.wav,921580.0,1758239.0,1787037.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1787037_1795821_0.wav,281132.0,1787037.0,1795821.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1796500_1817973_1.wav,687180.0,1796500.0,1817973.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1819036_1825289_2.wav,200140.0,1819036.0,1825289.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1821868_1842751_1.wav,668300.0,1821868.0,1842751.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1842751_1847733_0.wav,159468.0,1842751.0,1847733.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1847733_1880077_1.wav,1035052.0,1847733.0,1880077.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1880077_1882638_0.wav,81996.0,1880077.0,1882638.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1882638_1885610_1.wav,95148.0,1882638.0,1885610.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1885610_1892627_0.wav,224588.0,1885610.0,1892627.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1893511_1896750_2.wav,103692.0,1893511.0,1896750.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1897904_1901438_1.wav,113132.0,1897904.0,1901438.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1901438_1907075_0.wav,180428.0,1901438.0,1907075.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1907075_1910354_1.wav,104972.0,1907075.0,1910354.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1910354_1914478_0.wav,132012.0,1910354.0,1914478.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1914478_1917461_2.wav,95500.0,1914478.0,1917461.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1917461_1922814_1.wav,171340.0,1917461.0,1922814.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1922814_1932520_0.wav,310636.0,1922814.0,1932520.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1932520_2016696_1.wav,2693676.0,1932520.0,2016696.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_1961489_1963731_2.wav,71788.0,1961489.0,1963731.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2016696_2026019_0.wav,298380.0,2016696.0,2026019.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2026019_2088205_1.wav,1989996.0,2026019.0,2088205.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2088205_2098938_0.wav,343500.0,2088205.0,2098938.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2096235_2114984_1.wav,600012.0,2096235.0,2114984.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2114984_2119196_0.wav,134828.0,2114984.0,2119196.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2119196_2122435_1.wav,103692.0,2119196.0,2122435.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2122435_2125725_3.wav,105324.0,2122435.0,2125725.0,3.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2125725_2149369_1.wav,756652.0,2125725.0,2149369.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2149369_2154721_3.wav,171308.0,2149369.0,2154721.0,3.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2154721_2168167_0.wav,430316.0,2154721.0,2168167.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2164952_2169372_1.wav,141484.0,2164952.0,2169372.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2169372_2173110_2.wav,119660.0,2169372.0,2173110.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2173110_2182293_1.wav,293900.0,2173110.0,2182293.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2180089_2185175_0.wav,162796.0,2180089.0,2185175.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2185175_2192039_1.wav,219692.0,2185175.0,2192039.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2192039_2197698_0.wav,181132.0,2192039.0,2197698.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2197698_2231338_1.wav,1076524.0,2197698.0,2231338.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2231338_2241258_0.wav,317484.0,2231338.0,2241258.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2241258_2245446_1.wav,134060.0,2241258.0,2245446.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2245446_2249852_0.wav,141036.0,2245446.0,2249852.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2249852_2252451_1.wav,83212.0,2249852.0,2252451.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2252451_2295500_0.wav,1377612.0,2252451.0,2295500.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2295500_2300108_1.wav,147500.0,2295500.0,2300108.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2300108_2305857_0.wav,184012.0,2300108.0,2305857.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2305857_2311119_2.wav,168428.0,2305857.0,2311119.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2311119_2315484_0.wav,139724.0,2311119.0,2315484.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2315484_2322831_1.wav,235148.0,2315484.0,2322831.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2322831_2332972_0.wav,324556.0,2322831.0,2332972.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2332972_2337071_1.wav,131212.0,2332972.0,2337071.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2337071_2342732_0.wav,181196.0,2337071.0,2342732.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2342732_2354396_1.wav,373292.0,2342732.0,2354396.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2354396_2360246_0.wav,187244.0,2354396.0,2360246.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2360246_2370832_1.wav,338796.0,2360246.0,2370832.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2370832_2376940_3.wav,195500.0,2370832.0,2376940.0,3.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2376940_2400916_1.wav,767276.0,2376940.0,2400916.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2400916_2403029_0.wav,67660.0,2400916.0,2403029.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2403029_2411556_1.wav,272908.0,2403029.0,2411556.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2411556_2417252_0.wav,182316.0,2411556.0,2417252.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2417252_2428772_3.wav,368684.0,2417252.0,2428772.0,3.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2428772_2452404_0.wav,756268.0,2428772.0,2452404.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2452404_2455964_3.wav,113964.0,2452404.0,2455964.0,3.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2455964_2466105_1.wav,324556.0,2455964.0,2466105.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2466105_2479303_0.wav,422380.0,2466105.0,2479303.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2479303_2485651_1.wav,203180.0,2479303.0,2485651.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2485651_2492003_0.wav,203308.0,2485651.0,2492003.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2492003_2523252_1.wav,1000012.0,2492003.0,2523252.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2523252_2526751_0.wav,112012.0,2523252.0,2526751.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2526751_2533842_1.wav,226956.0,2526751.0,2533842.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2533842_2548336_0.wav,463852.0,2533842.0,2548336.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2548336_2550628_1.wav,73388.0,2548336.0,2550628.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2550628_2555427_2.wav,153612.0,2550628.0,2555427.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2555427_2567373_1.wav,382316.0,2555427.0,2567373.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2567373_2573863_0.wav,207724.0,2567373.0,2573863.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2576476_2582467_0.wav,191756.0,2576476.0,2582467.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2582467_2611227_1.wav,920364.0,2582467.0,2611227.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2611227_2622537_2.wav,361964.0,2611227.0,2622537.0,2.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2622537_2626365_1.wav,122540.0,2622537.0,2626365.0,1.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2626365_2633178_3.wav,218060.0,2626365.0,2633178.0,3.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2633934_2654887_0.wav,670540.0,2633934.0,2654887.0,0.0
C:/Users/AG84959/OneDrive - Anthem/PROJECTS/Pratilipi/source_code/speaker-diarization/module/speaker_diarization/results/store_segs/code_refactoring/chunk_2654887_2665754_1.wav,347788.0,2654887.0,2665754.0,1.0
